,YearStart,YearEnd,LocationAbbr,DataSource,DataValueUnit,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
136739,2020,2020,MO,NVSS,"cases per 100,000",51.1,51.1,37.5,67.9,DIA,DIA03,AGEADJRATE,RACE,ASN
136779,2020,2020,LA,NVSS,Number,3308.0,3308.0,,,DIA,DIA03,NMBR,RACE,WHT
136855,2020,2020,MD,NVSS,Number,6014.0,6014.0,,,DIA,DIA03,NMBR,AGE,AGE65P
136858,2020,2020,MS,NVSS,"cases per 100,000",2.3,2.3,1.7,3.2,DIA,DIA04,CRDRATE,RACE,WHT
136859,2020,2020,MS,NVSS,"cases per 100,000",230.1,230.1,221.2,239.0,DIA,DIA03,CRDRATE,RACE,BLK
136860,2020,2020,MA,NVSS,Number,77.0,77.0,,,DIA,DIA04,NMBR,SEX,SEXM
136861,2020,2020,MA,BRFSS,%,2.4,2.4,1.8,3.3,DIA,DIA01,CRDPREV,AGE,AGE1844
136863,2020,2020,LA,BRFSS,%,12.8,12.8,11.1,14.7,DIA,DIA01,AGEADJPREV,SEX,SEXM
136875,2020,2020,MN,NVSS,"cases per 100,000",1.5,1.5,1.1,2.0,DIA,DIA04,AGEADJRATE,SEX,SEXF
136880,2020,2020,MN,BRFSS,%,10.1,10.1,7.9,12.8,DIA,DIA01,CRDPREV,RACE,BLK
136881,2020,2020,ME,BRFSS,%,12.4,12.4,11.2,13.7,DIA,DIA01,CRDPREV,SEX,SEXM
136922,2020,2020,MI,BRFSS,%,7.6,7.6,4.4,12.8,DIA,DIA01,CRDPREV,RACE,HIS
136952,2020,2020,NE,NVSS,"cases per 100,000",163.7,163.7,138.1,189.3,DIA,DIA03,CRDRATE,RACE,BLK
137011,2020,2020,ME,NVSS,"cases per 100,000",1.3,1.3,0.8,2.1,DIA,DIA04,AGEADJRATE,OVERALL,OVR
137030,2020,2020,MO,NVSS,Number,4718.0,4718.0,,,DIA,DIA03,NMBR,AGE,AGE65P
137041,2020,2020,MT,BRFSS,%,15.1,15.1,9.0,24.0,DIA,DIA01,AGEADJPREV,RACE,HIS
137050,2020,2020,MI,NVSS,Number,153.0,153.0,,,DIA,DIA03,NMBR,RACE,ASN
137075,2020,2020,MO,BRFSS,%,11.3,11.3,10.5,12.1,DIA,DIA01,CRDPREV,OVERALL,OVR
137093,2020,2020,NE,PRAMS,%,15.2,15.2,10.2,22.1,DIA,DIA02,CRDPREV,RACE,BLK
137119,2020,2020,MN,NVSS,Number,3521.0,3521.0,,,DIA,DIA03,NMBR,SEX,SEXF
137127,2020,2020,MS,NVSS,"cases per 100,000",139.8,139.8,134.5,145.0,DIA,DIA03,AGEADJRATE,SEX,SEXF
137151,2020,2020,KY,NVSS,Number,172.0,172.0,,,DIA,DIA04,NMBR,RACE,WHT
137159,2020,2020,NE,NVSS,"cases per 100,000",112.3,112.3,107.8,116.9,DIA,DIA03,AGEADJRATE,RACE,WHT
137167,2020,2020,MN,NVSS,"cases per 100,000",109.1,109.1,98.8,119.4,DIA,DIA03,CRDRATE,RACE,BLK
137173,2020,2020,MT,BRFSS,%,7.8,7.8,7.1,8.6,DIA,DIA01,AGEADJPREV,OVERALL,OVR
137174,2020,2020,MO,NVSS,"cases per 100,000",59.4,59.4,57.1,61.7,DIA,DIA03,AGEADJRATE,SEX,SEXF
137177,2020,2020,LA,NVSS,Number,104.0,104.0,,,DIA,DIA03,NMBR,RACE,HIS
137236,2020,2020,MN,NVSS,"cases per 100,000",4.6,4.6,3.9,5.4,DIA,DIA03,CRDRATE,AGE,AGE0_44
137250,2020,2020,MS,BRFSS,%,19.6,19.6,17.2,22.1,DIA,DIA01,CRDPREV,AGE,AGE4564
137263,2020,2020,MA,NVSS,Number,46.0,46.0,,,DIA,DIA04,NMBR,AGE,AGE4564
137287,2020,2020,ME,NVSS,"cases per 100,000",70.8,70.8,67.0,74.5,DIA,DIA03,AGEADJRATE,RACE,WHT
137311,2020,2020,MA,NVSS,Number,448.0,448.0,,,DIA,DIA03,NMBR,RACE,HIS
137332,2020,2020,MI,NVSS,"cases per 100,000",5.4,5.4,4.2,6.7,DIA,DIA04,AGEADJRATE,RACE,BLK
137383,2020,2020,MD,BRFSS,%,12.6,12.6,11.3,14.0,DIA,DIA01,CRDPREV,RACE,BLK
137406,2020,2020,MO,NVSS,Number,932.0,932.0,,,DIA,DIA03,NMBR,RACE,BLK
137433,2020,2020,MN,NVSS,"cases per 100,000",6.6,6.6,4.3,9.6,DIA,DIA04,CRDRATE,RACE,BLK
137459,2020,2020,MI,NVSS,"cases per 100,000",2.4,2.4,1.9,2.8,DIA,DIA04,AGEADJRATE,SEX,SEXM
137497,2020,2020,MI,NVSS,"cases per 100,000",1.0,1.0,0.8,1.3,DIA,DIA04,CRDRATE,AGE,AGE0_44
137518,2020,2020,MO,BRFSS,%,8.6,8.6,7.7,9.6,DIA,DIA01,AGEADJPREV,SEX,SEXF
137542,2020,2020,MN,BRFSS,%,7.9,7.9,7.4,8.3,DIA,DIA01,AGEADJPREV,OVERALL,OVR
137580,2020,2020,MS,NVSS,Number,29.0,29.0,,,DIA,DIA03,NMBR,RACE,ASN
137601,2020,2020,MO,NVSS,Number,98.0,98.0,,,DIA,DIA03,NMBR,RACE,HIS
137602,2020,2020,MN,NVSS,Number,187.0,187.0,,,DIA,DIA03,NMBR,RACE,AIAN
137609,2020,2020,LA,NVSS,Number,2878.0,2878.0,,,DIA,DIA03,NMBR,SEX,SEXF
137622,2020,2020,MD,BRFSS,%,9.1,9.1,6.6,12.3,DIA,DIA01,AGEADJPREV,RACE,HIS
137626,2020,2020,ME,NVSS,"cases per 100,000",1.8,1.8,1.1,2.7,DIA,DIA04,CRDRATE,RACE,WHT
137627,2020,2020,MA,NVSS,Number,107.0,107.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
137630,2020,2020,MI,NVSS,"cases per 100,000",119.5,119.5,117.0,121.9,DIA,DIA03,CRDRATE,RACE,WHT
137633,2020,2020,KY,NVSS,Number,191.0,191.0,,,DIA,DIA04,NMBR,OVERALL,OVR
137650,2020,2020,LA,NVSS,"cases per 100,000",170.6,170.6,164.0,177.2,DIA,DIA03,CRDRATE,RACE,BLK
137657,2020,2020,MA,NVSS,Number,119.0,119.0,,,DIA,DIA04,NMBR,OVERALL,OVR
137666,2020,2020,KY,BRFSS,%,22.7,22.7,20.2,25.6,DIA,DIA01,CRDPREV,AGE,AGE65P
137669,2020,2020,MN,NVSS,"cases per 100,000",104.2,104.2,101.7,106.7,DIA,DIA03,AGEADJRATE,RACE,WHT
137675,2020,2020,NE,NVSS,"cases per 100,000",139.5,139.5,113.4,165.7,DIA,DIA03,AGEADJRATE,RACE,HIS
137718,2020,2020,MA,BRFSS,%,11.3,11.3,8.1,15.6,DIA,DIA01,AGEADJPREV,RACE,BLK
137722,2020,2020,MN,NVSS,Number,89.0,89.0,,,DIA,DIA04,NMBR,SEX,SEXM
137727,2020,2020,MS,NVSS,"cases per 100,000",2.0,2.0,1.3,2.8,DIA,DIA04,CRDRATE,SEX,SEXF
137746,2020,2020,NE,NVSS,Number,2843.0,2843.0,,,DIA,DIA03,NMBR,OVERALL,OVR
137761,2020,2020,MT,NVSS,"cases per 100,000",1.7,1.7,1.1,2.6,DIA,DIA04,AGEADJRATE,RACE,WHT
137777,2020,2020,MD,NVSS,"cases per 100,000",164.0,164.0,158.1,169.9,DIA,DIA03,AGEADJRATE,RACE,BLK
137781,2020,2020,MS,NVSS,Number,1427.0,1427.0,,,DIA,DIA03,NMBR,AGE,AGE4564
137783,2020,2020,MN,NVSS,Number,35.0,35.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
137826,2020,2020,LA,BRFSS,%,18.0,18.0,10.2,29.7,DIA,DIA01,AGEADJPREV,RACE,MRC
137840,2020,2020,MS,NVSS,"cases per 100,000",196.4,196.4,189.3,203.5,DIA,DIA03,AGEADJRATE,SEX,SEXM
137845,2020,2020,MI,PRAMS,%,21.5,21.5,12.1,35.3,DIA,DIA02,CRDPREV,RACE,HIS
137894,2020,2020,MN,NVSS,Number,6627.0,6627.0,,,DIA,DIA03,NMBR,AGE,AGE65P
137928,2020,2020,MD,NVSS,"cases per 100,000",7.1,7.1,6.2,7.9,DIA,DIA03,CRDRATE,AGE,AGE0_44
137937,2020,2020,MO,PRAMS,%,11.4,11.4,9.0,14.3,DIA,DIA02,CRDPREV,RACE,WHT
137939,2020,2020,MA,NVSS,"cases per 100,000",107.3,107.3,97.5,117.1,DIA,DIA03,AGEADJRATE,RACE,BLK
137989,2020,2020,MN,PRAMS,%,10.4,10.4,2.9,31.5,DIA,DIA02,CRDPREV,RACE,BLK
138026,2020,2020,MI,BRFSS,%,9.7,9.7,8.8,10.7,DIA,DIA01,AGEADJPREV,RACE,WHT
138108,2020,2020,MO,BRFSS,%,12.7,12.7,8.0,19.6,DIA,DIA01,CRDPREV,RACE,MRC
138134,2020,2020,MD,NVSS,"cases per 100,000",119.2,119.2,115.4,123.0,DIA,DIA03,CRDRATE,SEX,SEXF
138137,2020,2020,MA,NVSS,"cases per 100,000",54.9,54.9,53.2,56.6,DIA,DIA03,AGEADJRATE,RACE,WHT
138143,2020,2020,MO,NVSS,Number,40.0,40.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
138190,2020,2020,KY,NVSS,Number,206.0,206.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
138192,2020,2020,KY,NVSS,"cases per 100,000",172.7,172.7,165.1,180.3,DIA,DIA03,CRDRATE,AGE,AGE4564
138198,2020,2020,LA,BRFSS,%,13.6,13.6,12.5,14.9,DIA,DIA01,CRDPREV,OVERALL,OVR
138204,2020,2020,ME,PRAMS,%,9.9,9.9,7.9,12.5,DIA,DIA02,CRDPREV,RACE,WHT
138236,2020,2020,KY,NVSS,"cases per 100,000",46.5,46.5,32.2,65.0,DIA,DIA03,CRDRATE,RACE,ASN
138258,2020,2020,NE,BRFSS,%,7.9,7.9,4.6,13.0,DIA,DIA01,AGEADJPREV,RACE,AIAN
138261,2020,2020,KY,NVSS,Number,4494.0,4494.0,,,DIA,DIA03,NMBR,SEX,SEXM
138271,2020,2020,MT,NVSS,"cases per 100,000",498.6,498.6,468.7,528.6,DIA,DIA03,CRDRATE,AGE,AGE65P
138272,2020,2020,ME,NVSS,"cases per 100,000",51.5,51.5,47.3,55.7,DIA,DIA03,AGEADJRATE,SEX,SEXF
138275,2020,2020,LA,NVSS,"cases per 100,000",7.1,7.1,6.1,8.1,DIA,DIA03,CRDRATE,AGE,AGE0_44
138276,2020,2020,MN,BRFSS,%,13.3,13.3,9.0,19.3,DIA,DIA01,AGEADJPREV,RACE,MRC
138315,2020,2020,NE,BRFSS,%,10.1,10.1,9.2,11.0,DIA,DIA01,CRDPREV,SEX,SEXM
138319,2020,2020,KY,BRFSS,%,13.5,13.5,12.2,14.8,DIA,DIA01,CRDPREV,RACE,WHT
138329,2020,2020,MT,NVSS,"cases per 100,000",4.7,4.7,3.1,6.7,DIA,DIA03,CRDRATE,AGE,AGE0_44
138343,2020,2020,MI,NVSS,Number,67.0,67.0,,,DIA,DIA04,NMBR,AGE,AGE65P
138434,2020,2020,MN,NVSS,"cases per 100,000",1.8,1.8,1.4,2.2,DIA,DIA04,AGEADJRATE,RACE,WHT
138445,2020,2020,MO,NVSS,"cases per 100,000",87.3,87.3,82.7,92.0,DIA,DIA03,CRDRATE,AGE,AGE4564
138449,2020,2020,MS,BRFSS,%,16.0,16.0,14.3,17.8,DIA,DIA01,CRDPREV,SEX,SEXF
138454,2020,2020,MO,NVSS,Number,57.0,57.0,,,DIA,DIA04,NMBR,AGE,AGE65P
138456,2020,2020,MT,BRFSS,%,19.3,19.3,15.2,24.3,DIA,DIA01,AGEADJPREV,RACE,AIAN
138478,2020,2020,MN,BRFSS,%,8.1,8.1,7.4,8.8,DIA,DIA01,CRDPREV,SEX,SEXF
138489,2020,2020,KY,BRFSS,%,12.4,12.4,10.9,14.2,DIA,DIA01,AGEADJPREV,SEX,SEXM
138505,2020,2020,KY,NVSS,"cases per 100,000",73.9,73.9,50.2,104.9,DIA,DIA03,AGEADJRATE,RACE,ASN
138510,2020,2020,MD,BRFSS,%,14.8,14.8,13.5,16.1,DIA,DIA01,CRDPREV,AGE,AGE4564
138516,2020,2020,MS,BRFSS,%,17.2,17.2,15.6,18.9,DIA,DIA01,AGEADJPREV,RACE,BLK
138616,2020,2020,MS,BRFSS,%,13.3,13.3,12.3,14.3,DIA,DIA01,AGEADJPREV,OVERALL,OVR
138647,2020,2020,MO,NVSS,Number,28.0,28.0,,,DIA,DIA04,NMBR,RACE,BLK
138655,2020,2020,MA,BRFSS,%,8.7,8.7,7.5,10.1,DIA,DIA01,CRDPREV,SEX,SEXF
138661,2020,2020,MN,NVSS,"cases per 100,000",8.9,8.9,5.4,13.7,DIA,DIA04,AGEADJRATE,RACE,BLK
138671,2020,2020,KY,NVSS,Number,7387.0,7387.0,,,DIA,DIA03,NMBR,RACE,WHT
138673,2020,2020,MA,BRFSS,%,8.9,8.9,7.9,10.0,DIA,DIA01,CRDPREV,RACE,WHT
138704,2020,2020,MI,NVSS,"cases per 100,000",19.5,19.5,14.3,26.1,DIA,DIA03,CRDRATE,RACE,MRC
138717,2020,2020,MD,NVSS,"cases per 100,000",90.4,90.4,87.6,93.2,DIA,DIA03,AGEADJRATE,RACE,WHT
138755,2020,2020,MN,BRFSS,%,19.6,19.6,18.2,21.1,DIA,DIA01,CRDPREV,AGE,AGE65P
138783,2020,2020,KY,NVSS,"cases per 100,000",11.3,11.3,9.0,13.9,DIA,DIA04,CRDRATE,AGE,AGE65P
138831,2020,2020,KY,NVSS,"cases per 100,000",66.5,66.5,48.3,89.3,DIA,DIA03,AGEADJRATE,RACE,HIS
138844,2020,2020,MI,NVSS,"cases per 100,000",495.0,495.0,484.8,505.3,DIA,DIA03,CRDRATE,AGE,AGE65P
138847,2020,2020,MI,NVSS,"cases per 100,000",65.3,65.3,58.5,72.1,DIA,DIA03,CRDRATE,RACE,HIS
138850,2020,2020,MA,NVSS,"cases per 100,000",79.4,79.4,77.3,81.5,DIA,DIA03,CRDRATE,OVERALL,OVR
138868,2020,2020,LA,BRFSS,%,18.3,18.3,16.2,20.5,DIA,DIA01,CRDPREV,AGE,AGE4564
138872,2020,2020,LA,NVSS,"cases per 100,000",2.3,2.3,1.8,3.1,DIA,DIA04,AGEADJRATE,SEX,SEXM
138883,2020,2020,LA,NVSS,"cases per 100,000",69.7,69.7,43.2,106.6,DIA,DIA03,CRDRATE,RACE,AIAN
138885,2020,2020,MO,NVSS,"cases per 100,000",1.6,1.6,1.2,2.0,DIA,DIA04,AGEADJRATE,SEX,SEXF
138886,2020,2020,NE,BRFSS,%,8.2,8.2,7.6,8.8,DIA,DIA01,AGEADJPREV,RACE,WHT
138892,2020,2020,MO,PRAMS,%,11.4,11.4,9.3,13.9,DIA,DIA02,CRDPREV,OVERALL,OVR
138901,2020,2020,MN,NVSS,"cases per 100,000",4.0,4.0,3.1,5.2,DIA,DIA04,CRDRATE,AGE,AGE4564
138910,2020,2020,MT,NVSS,Number,1334.0,1334.0,,,DIA,DIA03,NMBR,OVERALL,OVR
138915,2020,2020,MN,NVSS,"cases per 100,000",1.8,1.8,1.4,2.4,DIA,DIA04,CRDRATE,SEX,SEXF
138924,2020,2020,MT,NVSS,"cases per 100,000",3.0,3.0,2.0,4.2,DIA,DIA04,CRDRATE,OVERALL,OVR
138979,2020,2020,MA,NVSS,"cases per 100,000",0.6,0.6,0.4,1.0,DIA,DIA04,CRDRATE,AGE,AGE0_44
138985,2020,2020,LA,NVSS,"cases per 100,000",91.5,91.5,88.1,94.9,DIA,DIA03,AGEADJRATE,SEX,SEXF
139001,2020,2020,NE,NVSS,"cases per 100,000",135.5,135.5,128.2,142.8,DIA,DIA03,CRDRATE,SEX,SEXF
139033,2020,2020,MD,BRFSS,%,9.7,9.7,8.9,10.7,DIA,DIA01,AGEADJPREV,SEX,SEXM
139051,2020,2020,MN,NVSS,Number,8022.0,8022.0,,,DIA,DIA03,NMBR,OVERALL,OVR
139055,2020,2020,ME,BRFSS,%,10.5,10.5,9.8,11.3,DIA,DIA01,CRDPREV,RACE,WHT
139101,2020,2020,MI,BRFSS,%,11.8,11.8,10.5,13.2,DIA,DIA01,AGEADJPREV,SEX,SEXM
139121,2020,2020,MO,BRFSS,%,15.5,15.5,8.8,25.9,DIA,DIA01,AGEADJPREV,RACE,MRC
139130,2020,2020,ME,NVSS,Number,269.0,269.0,,,DIA,DIA03,NMBR,AGE,AGE4564
139207,2020,2020,MT,PRAMS,%,9.4,9.4,7.3,12.0,DIA,DIA02,CRDPREV,OVERALL,OVR
139246,2020,2020,MA,NVSS,Number,2356.0,2356.0,,,DIA,DIA03,NMBR,SEX,SEXF
139299,2020,2020,MN,PRAMS,%,10.0,10.0,7.1,13.8,DIA,DIA02,CRDPREV,OVERALL,OVR
139303,2020,2020,MD,BRFSS,%,11.6,11.6,6.4,19.9,DIA,DIA01,CRDPREV,RACE,AIAN
139332,2020,2020,MA,PRAMS,%,11.5,11.5,9.6,13.8,DIA,DIA02,CRDPREV,OVERALL,OVR
139344,2020,2020,MO,NVSS,Number,49.0,49.0,,,DIA,DIA03,NMBR,RACE,ASN
139518,2020,2020,KY,NVSS,"cases per 100,000",145.2,145.2,142.0,148.4,DIA,DIA03,AGEADJRATE,OVERALL,OVR
139520,2020,2020,MS,NVSS,"cases per 100,000",1.8,1.8,1.2,2.5,DIA,DIA04,AGEADJRATE,RACE,WHT
139523,2020,2020,MT,NVSS,Number,1100.0,1100.0,,,DIA,DIA03,NMBR,RACE,WHT
139528,2020,2020,MA,BRFSS,%,10.5,10.5,8.0,13.7,DIA,DIA01,CRDPREV,RACE,HIS
139541,2020,2020,MS,NVSS,"cases per 100,000",244.1,244.1,234.3,254.0,DIA,DIA03,AGEADJRATE,RACE,BLK
139542,2020,2020,MN,BRFSS,%,15.9,15.9,11.2,22.1,DIA,DIA01,AGEADJPREV,RACE,AIAN
139548,2020,2020,KY,NVSS,Number,84.0,84.0,,,DIA,DIA04,NMBR,SEX,SEXF
139595,2020,2020,MS,NVSS,Number,4318.0,4318.0,,,DIA,DIA03,NMBR,AGE,AGE65P
139617,2020,2020,LA,NVSS,"cases per 100,000",130.1,130.1,126.9,133.4,DIA,DIA03,CRDRATE,OVERALL,OVR
139643,2020,2020,LA,NVSS,Number,43.0,43.0,,,DIA,DIA04,NMBR,AGE,AGE4564
139652,2020,2020,MA,NVSS,"cases per 100,000",54.9,54.9,51.5,58.3,DIA,DIA03,CRDRATE,AGE,AGE4564
139658,2020,2020,MS,NVSS,"cases per 100,000",396.5,396.5,301.9,511.5,DIA,DIA03,CRDRATE,RACE,AIAN
139689,2020,2020,MS,NVSS,"cases per 100,000",1.3,1.3,0.8,2.0,DIA,DIA04,CRDRATE,AGE,AGE0_44
139700,2020,2020,MT,NVSS,"cases per 100,000",280.2,280.2,239.5,320.9,DIA,DIA03,CRDRATE,RACE,AIAN
139712,2020,2020,ME,NVSS,"cases per 100,000",95.3,95.3,88.9,101.8,DIA,DIA03,AGEADJRATE,SEX,SEXM
139752,2020,2020,MA,BRFSS,%,18.5,18.5,16.0,21.3,DIA,DIA01,CRDPREV,AGE,AGE65P
139758,2020,2020,MO,BRFSS,%,10.1,10.1,9.1,11.1,DIA,DIA01,CRDPREV,SEX,SEXF
139759,2020,2020,NE,BRFSS,%,15.0,15.0,12.0,18.5,DIA,DIA01,AGEADJPREV,RACE,HIS
139775,2020,2020,MA,NVSS,"cases per 100,000",1.4,1.4,1.1,1.7,DIA,DIA04,AGEADJRATE,RACE,WHT
139819,2020,2020,MI,BRFSS,%,10.8,10.8,10.1,11.6,DIA,DIA01,CRDPREV,OVERALL,OVR
139821,2020,2020,MN,NVSS,"cases per 100,000",143.0,143.0,138.7,147.2,DIA,DIA03,AGEADJRATE,SEX,SEXM
139847,2020,2020,MN,NVSS,Number,238.0,238.0,,,DIA,DIA03,NMBR,RACE,ASN
139861,2020,2020,MI,NVSS,"cases per 100,000",133.7,133.7,130.5,136.9,DIA,DIA03,CRDRATE,SEX,SEXM
139870,2020,2020,NE,NVSS,"cases per 100,000",235.7,235.7,197.1,274.2,DIA,DIA03,AGEADJRATE,RACE,BLK
139871,2020,2020,MS,NVSS,"cases per 100,000",4.2,4.2,3.0,5.6,DIA,DIA04,AGEADJRATE,RACE,BLK
139872,2020,2020,KY,NVSS,"cases per 100,000",181.3,181.3,175.8,186.8,DIA,DIA03,AGEADJRATE,SEX,SEXM
139880,2020,2020,MO,NVSS,Number,5114.0,5114.0,,,DIA,DIA03,NMBR,RACE,WHT
139897,2020,2020,MN,NVSS,"cases per 100,000",87.9,87.9,83.0,92.8,DIA,DIA03,CRDRATE,AGE,AGE4564
139934,2020,2020,MN,NVSS,"cases per 100,000",92.3,92.3,61.8,132.6,DIA,DIA03,AGEADJRATE,RACE,MRC
139935,2020,2020,NE,PRAMS,%,7.3,7.3,4.3,12.1,DIA,DIA02,CRDPREV,RACE,MRC
139943,2020,2020,LA,NVSS,Number,101.0,101.0,,,DIA,DIA04,NMBR,OVERALL,OVR
139951,2020,2020,ME,BRFSS,%,19.7,19.7,18.2,21.3,DIA,DIA01,CRDPREV,AGE,AGE65P
139957,2020,2020,MA,NVSS,"cases per 100,000",2.2,2.2,1.7,2.7,DIA,DIA04,AGEADJRATE,SEX,SEXM
139978,2020,2020,LA,PRAMS,%,9.9,9.9,7.8,12.4,DIA,DIA02,CRDPREV,OVERALL,OVR
139983,2020,2020,MI,NVSS,"cases per 100,000",1.5,1.5,1.3,1.8,DIA,DIA04,AGEADJRATE,RACE,WHT
140034,2020,2020,MD,NVSS,"cases per 100,000",5.5,5.5,4.5,6.6,DIA,DIA04,CRDRATE,RACE,BLK
140051,2020,2020,MI,PRAMS,%,9.8,9.8,7.6,12.6,DIA,DIA02,CRDPREV,RACE,BLK
140056,2020,2020,ME,NVSS,"cases per 100,000",111.1,111.1,105.5,116.7,DIA,DIA03,CRDRATE,OVERALL,OVR
140145,2020,2020,MI,NVSS,"cases per 100,000",1.9,1.9,1.6,2.3,DIA,DIA04,CRDRATE,SEX,SEXF
140152,2020,2020,MD,PRAMS,%,14.3,14.3,9.7,20.7,DIA,DIA02,CRDPREV,RACE,HIS
140165,2020,2020,MA,BRFSS,%,15.1,15.1,11.6,19.5,DIA,DIA01,AGEADJPREV,RACE,HIS
140185,2020,2020,MI,NVSS,"cases per 100,000",45.8,45.8,38.6,53.1,DIA,DIA03,CRDRATE,RACE,ASN
140244,2020,2020,MO,NVSS,"cases per 100,000",131.2,131.2,122.8,139.6,DIA,DIA03,CRDRATE,RACE,BLK
140356,2020,2020,KY,BRFSS,%,13.8,13.8,12.6,15.1,DIA,DIA01,CRDPREV,OVERALL,OVR
140358,2020,2020,LA,NVSS,"cases per 100,000",1.6,1.6,1.1,2.1,DIA,DIA04,CRDRATE,RACE,WHT
140391,2020,2020,MN,BRFSS,%,16.9,16.9,13.3,21.4,DIA,DIA01,AGEADJPREV,RACE,BLK
140398,2020,2020,MO,PRAMS,%,8.3,8.3,4.3,15.3,DIA,DIA02,CRDPREV,RACE,BLK
140408,2020,2020,MA,BRFSS,%,11.7,11.7,8.4,16.1,DIA,DIA01,CRDPREV,RACE,BLK
140419,2020,2020,MA,NVSS,Number,4247.0,4247.0,,,DIA,DIA03,NMBR,RACE,WHT
140427,2020,2020,MS,NVSS,"cases per 100,000",3.6,3.6,2.7,4.7,DIA,DIA04,AGEADJRATE,SEX,SEXM
140430,2020,2020,MD,NVSS,Number,90.0,90.0,,,DIA,DIA04,NMBR,SEX,SEXF
140433,2020,2020,MT,NVSS,"cases per 100,000",117.3,117.3,109.1,125.6,DIA,DIA03,AGEADJRATE,SEX,SEXM
140435,2020,2020,MD,NVSS,Number,4338.0,4338.0,,,DIA,DIA03,NMBR,SEX,SEXM
140437,2020,2020,MS,NVSS,Number,233.0,233.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
140462,2020,2020,KY,NVSS,Number,5993.0,5993.0,,,DIA,DIA03,NMBR,AGE,AGE65P
140473,2020,2020,MO,NVSS,Number,3517.0,3517.0,,,DIA,DIA03,NMBR,SEX,SEXM
140504,2020,2020,MD,NVSS,"cases per 100,000",7.7,7.7,6.1,9.6,DIA,DIA04,CRDRATE,AGE,AGE65P
140542,2020,2020,MS,NVSS,"cases per 100,000",217.1,217.1,209.5,224.7,DIA,DIA03,CRDRATE,SEX,SEXM
140562,2020,2020,MS,NVSS,"cases per 100,000",2.6,2.6,2.1,3.2,DIA,DIA04,AGEADJRATE,OVERALL,OVR
140576,2020,2020,ME,NVSS,"cases per 100,000",1.6,1.6,1.0,2.5,DIA,DIA04,CRDRATE,OVERALL,OVR
140578,2020,2020,LA,NVSS,"cases per 100,000",126.2,126.2,119.7,132.7,DIA,DIA03,CRDRATE,AGE,AGE4564
140588,2020,2020,NE,BRFSS,%,18.3,18.3,13.3,24.8,DIA,DIA01,AGEADJPREV,RACE,BLK
140605,2020,2020,MI,NVSS,Number,56.0,56.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
140632,2020,2020,MN,PRAMS,%,8.1,8.1,5.2,12.4,DIA,DIA02,CRDPREV,RACE,WHT
140638,2020,2020,MO,NVSS,"cases per 100,000",4.9,4.9,4.2,5.6,DIA,DIA03,CRDRATE,AGE,AGE0_44
140646,2020,2020,NE,PRAMS,%,16.4,16.4,13.0,20.4,DIA,DIA02,CRDPREV,RACE,ASN
140650,2020,2020,MN,NVSS,"cases per 100,000",124.0,124.0,119.9,128.1,DIA,DIA03,CRDRATE,SEX,SEXF
140683,2020,2020,MO,NVSS,Number,2723.0,2723.0,,,DIA,DIA03,NMBR,SEX,SEXF
140702,2020,2020,MS,NVSS,Number,2560.0,2560.0,,,DIA,DIA03,NMBR,RACE,BLK
140743,2020,2020,MS,NVSS,Number,3281.0,3281.0,,,DIA,DIA03,NMBR,RACE,WHT
140789,2020,2020,MN,NVSS,Number,6956.0,6956.0,,,DIA,DIA03,NMBR,RACE,WHT
140796,2020,2020,LA,NVSS,"cases per 100,000",3.8,3.8,2.7,5.1,DIA,DIA04,CRDRATE,AGE,AGE4564
140828,2020,2020,NE,BRFSS,%,9.6,9.6,9.0,10.3,DIA,DIA01,CRDPREV,OVERALL,OVR
140849,2020,2020,MN,NVSS,Number,52.0,52.0,,,DIA,DIA04,NMBR,SEX,SEXF
140867,2020,2020,MA,NVSS,"cases per 100,000",51.6,51.6,46.9,56.4,DIA,DIA03,CRDRATE,RACE,HIS
140906,2020,2020,MD,NVSS,"cases per 100,000",133.1,133.1,130.2,136.0,DIA,DIA03,CRDRATE,OVERALL,OVR
140908,2020,2020,NE,NVSS,"cases per 100,000",241.1,241.1,171.4,329.6,DIA,DIA03,CRDRATE,RACE,AIAN
140951,2020,2020,KY,NVSS,"cases per 100,000",188.0,188.0,174.1,202.0,DIA,DIA03,CRDRATE,RACE,BLK
140988,2020,2020,MO,NVSS,"cases per 100,000",433.0,433.0,420.6,445.3,DIA,DIA03,CRDRATE,AGE,AGE65P
140990,2020,2020,KY,NVSS,Number,3693.0,3693.0,,,DIA,DIA03,NMBR,SEX,SEXF
141002,2020,2020,MN,BRFSS,%,13.2,13.2,8.7,19.5,DIA,DIA01,CRDPREV,RACE,MRC
141013,2020,2020,MT,NVSS,Number,242.0,242.0,,,DIA,DIA03,NMBR,AGE,AGE4564
141042,2020,2020,MT,NVSS,Number,28.0,28.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
